Team,Date,Tweet
blazers,2021-11-16,@rumpelstentskin @NBAPodGod @i_ishimwe Bulls hawks clipper lakers blazers? Idk if those teams are the runts
blazers,2021-11-17,@HeinigMatthew @chicagobulls #RipCity let's go Blazers!
blazers,2021-11-19,"Master Link for Blazers

 https://t.co/8C8cUNtn8i"
bucks,2021-11-09,@Brlzaa oo only 3 bucks
bucks,2021-11-11,RT @MelodyLenz6: #Twitter if you can donate to this great rescue any amount will help for Nina❤️ I’ve donated and if you can spare 5 or 10…
bucks,2021-11-12,Tell me you’re an intern without…. https://t.co/bEP9WifC2Y
bucks,2021-11-13,"@msando_n I'm 20 years old. Taking care of my two brothers since our mom passed on. We don't have an income besides grant and the few bucks I get from doing hair. It's never enough. Relatives' expectations of me are beyond me. But anyway, we go on.💛"
bucks,2021-11-14,@PlayStation Playstation should give free bucks to ps plus members
bucks,2021-11-15,"RT @kimtopher22: For 1200 bucks, you can ride your luggage to your yacht."
bucks,2021-11-16,RT @daveexplosm: @IGN I think the ultimate cheat is charging someone 60 bucks to play this monstrosity
bucks,2021-11-17,"Just grabbed a couple hundred bucks worth of this new $uwu coin somebody just shilled to me in my replies. Market cap is only like $400k and it just came out this morning. You gotta copy the contract from the telegram to buy on uniswap. @token_uwu

https://t.co/mxJNJqROC6"
bucks,2021-11-19,"2 Tickets Los Angeles Clippers @ Milwaukee Bucks 4/1/22 Milwaukee, WI #eBay🇺🇸 #Tickets https://t.co/ReNhtehdxu"
bulls,2021-11-09,"$TSLA slightly dipped below $1T market cap today. Bulls will try to defend here right above 1,000 price. 

Would not be surprised this name gets back to 1,080-1,100 near term."
bulls,2021-11-11,Bulls have won a game every way their is to win a game already this season. I think they are for real. I think the the Wizards kind of fraudulent but bias aside I think the Bulls will be legit the entire season.
bulls,2021-11-12,"RT @NBAdabad: lembrando que tem Warriors e Bulls na espn à meia-noite

sextou demais"
bulls,2021-11-13,#hotass #bussy #gay #gaymen #gayporn #bois #alpha #alphamale #alphamen #daddy #daddysboy #jock #jocks #jockstrap #hotbody #bear #bears #otters #twink #twinks #gaysex #bull #bulls #LGBTQ #adults #DaddiesBoy #delicious #gayjock #femboy #gogoboy #graysweatpants #FriskyFriday
bulls,2021-11-14,RT @_ValTown_: Bulls gonna smoke the Clippers tonight. Must needed W after Friday.
bulls,2021-11-15,"RT @BleacherReport: Lonzo Ball and Alex Caruso return to L.A. tonight together as Bulls 🍿

📺: @NBATV
⏰: 10:30pm ET https://t.co/q7UPceaPpT"
bulls,2021-11-16,"@berny97RF @AlvariLLoo01 Yo te he dicho que warriors juega bien
Sobre todo despues de ver el de bulls
Tambien jugaban bien los atlanta hawks del 16
Hasta que lebron les casco un 4 0 
Tambien jugaba bien utah el año pasado hasta que clippers sin kawhi les mando a cas
Y lo mismo bucks hace 2 años con miami"
bulls,2021-11-17,"Check out yesterdays episode where we talk about the teams outperforming expectations and those underperforming so far this season. Plus cool  @tacobell merch!

https://t.co/dyYqfpaNU8

#nba #sixers #bucks #hawks #blazers #lakers #warriors #clippers #cavs #bulls #wizards"
bulls,2021-11-19,RT @ThepupCooper: Got the chance yesterday to get 2 of my favorite bulls together for a dual milking.   Thankfully one was able to capture…
cavaliers,2021-11-09,"Cavaliers were 5-6 through 11 games last year, 7-4 this year. So better! But also why I’m still a little cautious with believing, despite all the signs being good."
cavaliers,2021-11-11,Washington Wizards tricks Cleveland Cavaliers 97-99 Montrezl Harrell 22points 11rebounds 3assists.
cavaliers,2021-11-12,"Rap song: Headlines by Drake
Clothing Brand: Lacoste
Basketball Team: Cleveland Cavaliers
Television Show: Jimmy Fallon's Tonight Show https://t.co/9Dd2AfLvdl"
cavaliers,2021-11-13,@cavaliers_rock @arthur_affect @OrkneyVole @ALLIANCELGB @BBC tell me you are an out of touch boomer without telling me you are an out of touch boomer. Representing 90s kids where gay 100% was more weaponized against LGBTQ than queer. Time for you to grow up in your old age.
cavaliers,2021-11-14,RT @CavsFRA: J'ai une immense confiance dans le potentiel de Cade Cunningham et Jalen Green mais merci aux Pistons et aux Rockets de nous a…
cavaliers,2021-11-15,"RT @NBA: #LetEmKnow

Get your @cavs Nike NBA City Edition Jersey NOW ➡️ https://t.co/AjyK1mBgN3 https://t.co/1pO72apyRB"
cavaliers,2021-11-16,"RT @KevinOConnorNBA: New Mismatch with @ChrisVernonShow on surprises in the East (Wizards, Bulls, and Cavaliers), how deep the NBA is now,…"
cavaliers,2021-11-17,RT @McGuireTipping: Back BROOKLYN NETS to BEAT Cleveland Cavaliers tonight in the @NBA (Game Starts at 00.40 GMT) #NBA #Basketball
cavaliers,2021-11-19,"RT @anthonyVslater: The Cavaliers' offense against the Warriors in the fourth quarter: 8 points, 2-of-14 FG, 0-of-7 from 3, six turnovers.…"
celtics,2021-11-09,RT @DragonflyJonez: I will never forget Jay Williams saying he was hacked after congratulating Ime on becoming the first black coach in Cel…
celtics,2021-11-11,"Melhor jogo do Celtics coletivamente falando no ataque. A defesa cada vez melhor, mais sólida e entendendo melhor o sistema de trocas e dobras proposto pelo Udoka! Ainda há bastante margem de melhora mas me anima."
celtics,2021-11-12,"📣 Hoy juegan los @celtics 

#BleedGreen 🆚️ #FearTheDeer 

⏰01:30h.

#RoadTo18 ☘ https://t.co/McA6RVFcJD"
celtics,2021-11-13,RT @Celtics_Fra: Les Celtics (re)jouent aujourd’hui ⚡️ https://t.co/DOJrjFZlmz
celtics,2021-11-14,"RT @Celtics_Fra: Je me souviens d’une époque, on a un homme nommé Isaiah Thomas jouait aux Celtics.

Une époque où dans les matchs serrés e…"
celtics,2021-11-15,"RT @meechone: The Celtics really stole our 76, slightly modified it into 75, threw a clover in there and didn't think anyone would notice h…"
celtics,2021-11-16,"RT @EstebanLetona: Kristaps Porzingis desde que volvió de la lesión de espalda baja: 

vs Celtics: 21 puntos, 7 rebotes
vs Pelicans: 12 pun…"
celtics,2021-11-17,"RT @Celtic_Films: Celtics vs globalist multicultural Roman Empire. Why the Roman Empire collapsed.
#RomanEmpire #Collapsed #Globalism
A les…"
celtics,2021-11-19,RT @ThePettiestLA: If Lebron returns tomorrow to save the Lakers the embarrassment of losing to the Celtics with Dennis Schroder on the ros…
grizzlies,2021-11-09,"RT @NBAdabad: só na noite passada na NBA:

- bulls surrou o nets no 4° período
- prorrogação entre grizzlies e timberwolves
- briga entre h…"
grizzlies,2021-11-11,"ELEVATED: Both teams with sticky fingers, combined for 20 steals total

Hornets 88, Grizzlies 80 - 4th - 9:52 (down 24 to 87 roots)
https://t.co/aEtwwPZuLY"
grizzlies,2021-11-12,"RT @PRKleTipster: [#NBA75] BETS 🗓 12/11 ⏳💰

Presse ❤️ si tu suis un bet

KEMBA WALKER +15.5 PP 1.84 / 2%
AL HORFORD +6.5 REB 1.70 / 2%
GRIZ…"
grizzlies,2021-11-13,"RT @MurrayHSBBall: Congratulations to our 5th and 6th Grade Champion Grizzlies and our Runners-Up, the Bulls! https://t.co/uAHxQLRx3Y"
grizzlies,2021-11-14,"RT @leavingforla: Shop #GRZNXTGEN  Frames, Puzzles, Prints, Phones Cases, Towels and more @ &gt;&gt; https://t.co/vsxtLT7ts6 &lt;&lt; #NBA #NBA2K22 #NB…"
grizzlies,2021-11-15,"Here’s my best spread bets of the night for:

🏈Rams vs 49ers
🏀Magic vs Hawks
🏀Rockets vs Grizzlies
🏀Suns vs TWolves

Take a guess at what they are before watching the video ⬇️

https://t.co/j2Bqlt2yYd"
grizzlies,2021-11-16,"@we_c_deadpeople Their are 8 bear species,at that they continue to go extinct, grizzlies almost extinct by 1930s here in USA,use synthetic fur,SAVE THE BEARS"
grizzlies,2021-11-17,RT @TylerIAm: Prime klay on the grizzlies rn is 75-7
grizzlies,2021-11-19,"RT @Ballislife: Ja Morant scored a game-high 28 points in the Grizzlies win over the Clippers. 

https://t.co/ueXkaEzHQW"
hawks,2021-11-09,"Penguins, Hawks, Ducks... Les équipes avec des noms d'oiseaux... https://t.co/3cizHJMGDP"
hawks,2021-11-11,Wizards Are 1st Intha East. Hawks Are 12th …Knicks Whoopin’ The Bucks @ The Garden. https://t.co/VE3rBO4Ory
hawks,2021-11-12,RT @ESHawksVBall: Hawks Face Delaware State in Final Regular Season Match https://t.co/AHrzV6nFvs
hawks,2021-11-13,"RT @_kodybread: valorant except its stuff me and my friends say 2

the agents, conversing chaotically:

skye, spotting her tiger: *in a hig…"
hawks,2021-11-14,"🚨 Giannis over 10.5 rebounds 

Best price $1.95 on points bet 

3.5 Unit Play 

Giannis has covered this line in the last three games played by a big margin with 15,16 &amp; 18 rebounds. 

Opposing rebounding big men against the hawks have totalled 19 Jokic ,  gobert 14, gobert 15. https://t.co/8UwaHaLDGb"
hawks,2021-11-15,RT @LiderEsDeporte: Antetokounmpo anotó 26 puntos después de perderse un partido debido a una lesión https://t.co/bLUEOhY9JR
hawks,2021-11-16,RT @saika076: #Hawks #mha https://t.co/QGeX5lp4xa
hawks,2021-11-17,RT @howardeskin: I’m told Ben Simmons continues to workout/practice at St Joseph’s University. At times w Hawks team. So tell me why he can…
hawks,2021-11-19,"RT @RealKingsFan: Tiers for every team so far:
East:
1) Heat, Nets (Clear Cut Contenders)
2) Bulls, Wizards, 76ers, Bucks (Potential Conten…"
heat,2021-11-09,I come sit in the bathroom with the heat blasting the water running &amp; all the lights off with my candle burning. this really my peace
heat,2021-11-11,"RT @fila_korea: 따듯하게 만나는 우리의 겨울
Our winter with warm meeting

Heat Up The Winter
2021 FILA Winter Collection

💜제품확인https://t.co/ZulUsi5FtB…"
heat,2021-11-12,Sweet Heat is top two Popeyes sauces and it ain't two.
heat,2021-11-13,RT @bananaiggy: Alphas Katsuki and Shouto when they smell Izukus heat https://t.co/QTryEn4u8j
heat,2021-11-14,@heat_meiser @YahooNews If I posted something similar from a conservative justice you would brush it aside. Again I’m waiting for how an entire city the size of New York  an justify refusing service to every soul based on a jab that has proven to be more of a joke with each day that passes
heat,2021-11-15,"RT @j_mcelroy: dealing with a pandemic AND a historic heat dome AND a historic fire season AND now this in the same year is exhausting, and…"
heat,2021-11-16,@iStarrah yet another Starrah x @Skrillex ID on her insta. When are you guys going to drop some more of this heat you’re sitting on? 🔥 https://t.co/mgxOkenbog
heat,2021-11-17,at least i got the Heat game to look forward to
heat,2021-11-19,Nah dragging Ricky and he didn’t even start the space. He’s not in control of what anyone says. I’m so confused at why he’s getting the heat #Survivingstupidy
hornets,2021-11-09,"RT @hornets: It was a special homecoming night for @MELOD1P 🕺🛸

#AllFly https://t.co/HTKvFGiz2J"
hornets,2021-11-11,@hornets @AthleticBrewing HOPEFULLY we play to win this time #AllFly
hornets,2021-11-12,"New Video Is Out Right Now Discussing Kemba Walker's Start To The Season
What Happened With Kemba Walker https://t.co/BnaZnWsP22 via 
@YouTube

#nba #basketball #bball #knicks #hornets #celtics #sports #espn #podcast #youtube #YouTuber"
hornets,2021-11-13,"RT @SportsCenter: In the Hornets' win tonight, LaMelo Ball led both teams outright in rebounds, assists and steals.

Only players to do tha…"
hornets,2021-11-14,"RT @yannispappas: SNL is Jordan on the wizards. No, it’s Jordan on the Hornets as an owner before this year."
hornets,2021-11-15,RT @beINSPORTS_news: 🏀 شارلوت هورنتس @hornets يوقف سلسلة انتصارات ضيفه المتصدر غولدن ستيت ووريرز @warriors بالفوز عليه 106 - 102 https://t.…
hornets,2021-11-16,"RT @TheHoopCentral: Michael Jordan at Hornets games. 🐐👀

(h/t @overtime)

 https://t.co/kaF8M7JiGU"
hornets,2021-11-17,Charlotte Hornets Predictions and Preview for 11/17/2021 hosts Washington Wizards.  Find out who we are taking in this matchup. #SportsBetting #NBATwitter https://t.co/VUN43GFwnr
hornets,2021-11-19,RT @50NuancesDeNBA: Les commentateurs des Hornets sérieux… 😭🐝 https://t.co/17mME9ycjH
jazz,2021-11-09,"RT @puertoricojazz: ""Jazz music can induce positive emotion and reduces mental stress.""
Impact of Music on Brain Function during Mental Tas…"
jazz,2021-11-11,RT @fredmercurys: happy jazz day !!! https://t.co/IfAokJALuE
jazz,2021-11-12,"RT @SaifReh03905012: EXPOSING JAZZ AND VEON:

My req to all electronic media to kindly give me opportunity in ur TV program to expose JAZZ…"
jazz,2021-11-13,"RT @nprmusic: Iconic jazz saxophonist Wayne Shorter has completed a long-held dream, an opera based on the mythic Greek character Iphigenia…"
jazz,2021-11-14,Staying up all night doing my homework listening to jazz music in the cold weather living my life living my dream thankful for my health and hoping everyone had a good time enjoying themselves peace and love ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️
jazz,2021-11-15,"RT @barxparx: : Yummm!! 🤤😋 Thanks to our wonderful fur-riend Jazz (BP dog mama to Mika, Midnight and Bailey) at jazzsoffice for generously…"
jazz,2021-11-16,@jazz_m22 هناگ ارواح مثل القهوة تحادثهم بأي وقت يعدلون مزاجك ☕❤
jazz,2021-11-17,"@pvanrens @slowhnds @axematty Lol, no it's an original from my grandparent's 10th anniversary vacation in New Orleans. Just some dudes playing jazz 🤷‍♂️"
jazz,2021-11-19,"■BLUE NOTE国内盤レコード買取リスト配布開始！
キング、東芝、プレミアム復刻シリーズなど高価買取100タイトル以上、シリーズ買取保証も多数掲載！
https://t.co/YLvvOR9sqk
#du買取 #ブルーノート #レコード https://t.co/vhyceu2j64"
kings,2021-11-09,"Hey Kings and Queens 😍❤️ 

I have been SUPER inactive lately, but I hope you all have been well 😌❤️ 

Much love to EVERY ONE OF YOU LEGENDS 😍❤️ and make sure to keep those crowns shiny 👑👑❤️"
kings,2021-11-11,"RT @woo_sera2611: D-8 MAMA VOTING 

Rt and reply 👐

ATEEZ ARE THE KINGS
#MAMAVOTE #ateez 
@ATEEZofficial"
kings,2021-11-12,virgo kings namkook being the leftover clearers ahahahahahaha
kings,2021-11-13,"RT @Sentletse: The EFF was never accused of bribing Kings and Chiefs when they were given cattle as gifts.

It becomes a bribe when it’s a…"
kings,2021-11-14,Yes!! MY KINGS!!!!! https://t.co/3bzxSmBlcC
kings,2021-11-15,"RT @Jeon_cooky_twt: KING OF KPOP, V 🏆
KING OF DANCE, J-HOPE 🏆

Congratulations kings! 🥳💜
#V #JHOPE @BTS_twt https://t.co/NPbg4KIpVT"
kings,2021-11-16,"RT @riya_sparkles: Lepakshi is a small village in Anantapur district, Andhra Pradesh. Its culturally and archaeologically significant as it…"
kings,2021-11-17,"RT @goal: GK: Donnarumma
DF: Hakimi
MF: Kante
FW: Messi

#GOAL50 Kings of their position 👑 https://t.co/BgK7HGvV5o"
kings,2021-11-19,"RT @SunnyPawanist: Mutual Edit On Pk &amp; Vijay, watch till 🔚

Kings Of Their Repestive States 🔥

@Pawankalyan || @actorvijay https://t.co/FvN…"
knicks,2021-11-09,RT @frankthetank134: Knicks Weekly Review! EverythingNYS EP10 https://t.co/m0dRgvHVFV via @YouTube
knicks,2021-11-11,RT @wonderpuiz: น้องแชงมาดูแข่งบาสเก็ตบอลของ  KNICKS GAME https://t.co/HV9kV7rJVT
knicks,2021-11-12,The best bets for the game between the Charlotte Hornets and New York Knicks for Friday’s game.  https://t.co/ZQfdPulkPI
knicks,2021-11-13,"RT @TommyBeer: Knicks play only three games over the next eight days. All at home. All very winnable games.

Pacers (5-8) on Monday
Magic (…"
knicks,2021-11-14,RT @threevincenzo: @knicks_tape99 Selling progressive yet won’t progress as a QB
knicks,2021-11-15,RT @VintageRyRaut: the knicks are recruiting me 🤪🥰 https://t.co/P1oDE5a76D
knicks,2021-11-16,"RT @TrashTalk_fr: 🔥 APÉRO SPÉCIAL DÉCEPTIONS DU DÉBUT DE SAISON NBA !! 🔥

Qui a le + énervé après 1 mois de compétition ? 😤

- Les Lakers d…"
knicks,2021-11-17,RT @NBA_NewYork: Smile your Knicks play today 😁 https://t.co/5ijuaUQC3G
knicks,2021-11-19,"Celebrating the NBA’s 75th Season, Sports Broadcast Journal’s Top Five All-Time Team Broadcast Analysts includes “The Original Buck”
YES!

Team Analysts: Walt Frazier (Knicks), Tommy Heinsohn (Celtics), Stu Lantz (Lakers), Jon McGlocklin (Bucks), Slick Leonard (Pacers)"
lakers,2021-11-09,"RT @kobemurals: Kobe mural in the throwback blue Lakers jersey

At 9414 Firestone Blvd, Downey by sloe_motions https://t.co/XPyoFDDTjZ"
lakers,2021-11-11,RT @Dom_2k: Former Lakers just flourishing 😭
lakers,2021-11-12,RT @halseyandone: Going to Lakers Bulls and gonna stand on the court in front of Caruso like this https://t.co/TM3mhcUAGp
lakers,2021-11-13,Load manage AD please https://t.co/Fb6NRT1ZnW
lakers,2021-11-14,Lakers are undefeated with THT! 1-0. MVP right now
lakers,2021-11-15,RT @lakeshow_wess: @Binitman87 @SLAMonline @D_Portillo_0 @p_maxamillion @windycity2117 @LAKERSRISE @kimandone @Lakers_310 @mannylakeshow96…
lakers,2021-11-16,RT @TheSASBurner: DeMar leaving LA after owning the Lakers and Clips back to back nights https://t.co/Xd9i1vpk49
lakers,2021-11-17,@TTWirePodcast TEAM BRON Aka (Lakers)
lakers,2021-11-19,"RT @Paschketball: Celebrating the NBA’s 75th Season, Sports Broadcast Journal’s Top Five All-Time Team Broadcast Analysts includes “The Ori…"
magic,2021-11-09,メモの魔力　前田裕二　https://t.co/gU1D1PXWCp
magic,2021-11-11,"Available ✅✅
Magic Mushrooms 
Chocolate bars
LSD sheet 
LSD vial and gel tabs 
Dmt 
Dmt vapes 
Adderall 
AYAHUASCA 
Gummies 
MDMA 
🔥🔥🔥🔥 https://t.co/CRjOBO3JMM"
magic,2021-11-12,@Ro_Stefano Pede umas capinha zica pro baralho de Magic
magic,2021-11-13,"RT @TenguKaicou: Woke up

Ate milk and cookies and thought

""#Vtuber as Magic: The Gathering card's""

#VTuberUprising https://t.co/7I8C4KnH…"
magic,2021-11-14,"RT @NagachanR: #解決KingandPrince 
 #平野紫耀 

https://t.co/Rt3QLIFH5l

解決のみ
https://t.co/Ye4DEpZNDa

 #KingandPrince 
 #永瀬廉 #髙橋海人 
 #岸優太 #神宮寺勇太…"
magic,2021-11-15,RT @oceanratVEVO: Little do they know I used Wonka Magic to take their account down https://t.co/grPSv8tIlJ
magic,2021-11-16,@espanol_sub @BTS_twt Magic shop                                                      #TheGroup #BTS #PCAs @BTS_twt
magic,2021-11-17,"New magic arm. Who dis? 
No seriously, who is that? 

#SpiderManNoWayHome https://t.co/ZhmUidIUyq"
magic,2021-11-19,RT @RepSpeier: Leadership is allowed the magic minute. McCarthy has turned it into a maniacal nightmare. It’s 12:40 and I’m going home.
mavericks,2021-11-09,KOTE 7 R3 Manchester Mavericks B v Keyforge Granada Blue https://t.co/1Hk5DnzrAC https://t.co/bmlrgRkS88
mavericks,2021-11-11,NBA Leader: 25.6 PPG 227's YouTube Chili' Zach Chili' LaVine 25.6 PPG 4.9 RPG 4.9 APG #BullsNation Spicy' https://t.co/Hfcu53yDr7 https://t.co/Rz4yCrcOaF #UCLA #Bruins ankle break and three point shot at Bulls vs Mavericks #shorts… https://t.co/ghAsOKcDeq https://t.co/feA8VJoofv
mavericks,2021-11-12,@BAYC2745 Mavericks
mavericks,2021-11-13,"Ayer Perfectos en NBA!🔥🔥🔥🔥

•Suns ML 💰💰💰[-125]
•Mavericks ML 💰💰💰[-150]

JUGADA DE LA SEMANA.✅

Sigue nuestra racha.😉 https://t.co/OLVQzWOYlT"
mavericks,2021-11-14,"@Cle_Eric_23 Seahawks, Bills, Lakers, Mavericks any F1 or Pokemon as well"
mavericks,2021-11-15,RT @pietrampedi: The long con: The Daily Maverick’s ’mafiaBrkic’ connections and currencies https://t.co/28KilykBzv
mavericks,2021-11-16,"Kristaps Porzingis in his last 5 games for Mavericks:

23.2 PPG
51.2% FG%
41.9% 3P%
89.5% FT% 
9.0 RPG
58.9% EFG%
62.8% TS%
Mavs: 4-1 Record 

#MFFL https://t.co/05Xw7QoGfr"
mavericks,2021-11-17,@christinamartin True mavericks
mavericks,2021-11-19,"RT @LegionHoops: Dirk Nowitzki’s No. 41 jersey will be retired by the Mavericks on January 5th against the Warriors, via @TheSteinLine.

Ic…"
nets,2021-11-09,"Best twitter account for each team;
Hawks-@Traruso_SZN 
Celtics-@Tatums_Bacon 
Nets-@PlayboiClaxton
Hornets-@BridgesGotNext 
Bulls-@LaVinesBurner 
Cavs-@SexlandEnjoyer 
Mavs-@daddydoncic 
Nuggets-@BolWrld 
Rockets-@KPJs_Goat 
Detroit-@CadePistons 
Warriors-@WardellPlsWin"
nets,2021-11-11,"RT @theMRC: The media actively worked to hide a new report that showed the biggest inflation surge in ""more than 30 years."" https://t.co/lG…"
nets,2021-11-12,"RT @ScottMimic: I've got two tickets to tomorrow night's #Pelicans game against the #Nets to giveaway.

Must be following me. Must RT &amp; LIK…"
nets,2021-11-13,RT @SportsCenter: Harden and KD combine for 67 points in the Nets win ♨️ https://t.co/qZanEYg21M
nets,2021-11-14,"RT @brasilcoast2: Vocês já se perguntaram: 

COMO SE FAZ PARA MARCAR KEVIN DURANT?🤔

O PJ Tucker conta em entrevista como foi (tentar) marc…"
nets,2021-11-15,RT @statmuse: Congratulations to the Brooklyn Nets on their win vs the Warriors tomorrow night. https://t.co/8tE9uZhazm
nets,2021-11-16,"RT @TheNBACentral: Giannis Antetokounmpo has a framed James Harden jersey in his house

“A lot of people think that I have beef with James…"
nets,2021-11-17,RT @BrooklynNetcast: Nets fans finally realizing Joe Harris’ value 📈📈📈
nets,2021-11-19,"RT @TheHoopCentral: Top 5 Records in the NBA:

1.) Warriors, 12-2
2.) Suns, 11-3
3.) Wizards, 10-4
4.) Nets, 11-5
5.) Bulls/Heat, 10-5"
nuggets,2021-11-09,@watersasuke You mean chicken nuggets
nuggets,2021-11-11,@shweeties182 @AlexVSports @nuggets They were the $10 deal one game a couple years ago. I should’ve done the same.
nuggets,2021-11-12,"Pour son premier match avec les Grand Rapids Gold (l'équipe de G-League affiliée aux Nuggets), le frenchie @Petr_Cornelie nous a livré un gros match 🥳

- 18 PTS
- 17 REB
- 5/10 FG
- 2/5 3PTS
La classe ! 🇫🇷😎 https://t.co/XUxvYdbhHD"
nuggets,2021-11-13,@pulte My girls would love this they just asked for nuggets and I don’t have enough money! 😭
nuggets,2021-11-14,"https://t.co/CDaD6HEblg
Bears like chicken nuggets or any kind of chicken!😱"
nuggets,2021-11-15,@Nuggets_TR Abi her gece yaparsa goat olur yalnız
nuggets,2021-11-16,"RT @ChrisWildePE: @JFletcherSaxon @JoyfulFE Day 16 #Joyful
Do you know who I really admire here? Those who take time to post positivity jus…"
nuggets,2021-11-17,"#AnimalCrossing #ACNH #NintendoSwitch wh- 
TWO NUGGETS FROM ONE ROCK????????? https://t.co/ldilCGERHa"
nuggets,2021-11-19,"#DeportesRedesSociales BALONCESTO NBA - 89-103. Los Sixers, con Maxey, sorprenden a los Nuggets y rompen su racha perdedora https://t.co/AHtb81SDdU https://t.co/44uZ9ccuJ5"
pacers,2021-11-09,"RT @smbahr14: Excited to read @RomeovilleKid, the new @IndyStar Pacers beat writer, whose story is a testament to the difference kind words…"
pacers,2021-11-11,"RT @Pacers: 😤 DOMAS

@Dsabonis11 | #GoldBlooded https://t.co/LLHYi430U1"
pacers,2021-11-12,"Last night's pick recap:

💵 Dolphins +8.5
❌ Islanders ML
❌ Red Wings ML
💵 Golden Knights ML
💵 Pacers +10.5

...went 1/2 on the hidden parlays. Weekend is on the horizon, folks. New segment coming. 🔒 #GamblingTwitter #sportsbettingpicks https://t.co/c6h4QVhmWf"
pacers,2021-11-13,"New pick for Philadelphia 76ers vs Indiana Pacers https://t.co/MzJj3A6isj  #nba #betting #newjersey #lasvegas #nbapicks #gambling #casino 
 #ncaambettinglines #nbabettingtrends #sportsbetting #collegebetting 
 #basketballsportsbetting #ncaam #nbafinals  #nbaplayoffs"
pacers,2021-11-14,The @TheMadAnts have gotten a reinforcement from the Pacers. https://t.co/71HvToyzh7
pacers,2021-11-15,"RT @NBA: #GoldBlooded

Get your @Pacers Nike NBA City Edition Jersey NOW ➡️ https://t.co/My1iuAJ6Ef https://t.co/w4amFESbOE"
pacers,2021-11-16,"RT @APachecoNBA: Knicks/Pacers rewatch

Kemba's play in the past 2 games has been a real positive. He's getting all the way to the rim and…"
pacers,2021-11-17,RT @KxngLenny_: Hang this in the Louvre nigga  https://t.co/YicwCKPIVV
pacers,2021-11-19,"RT @Paschketball: Celebrating the NBA’s 75th Season, Sports Broadcast Journal’s Top Five All-Time Team Broadcast Analysts includes “The Ori…"
pelicans,2021-11-09,RT @CGJXXIII: @obj Pelicans game Friday 👀 @PelicansNBA 🤷🏾‍♂️
pelicans,2021-11-11,Pó caralho pelicans nem um handicap fdps
pelicans,2021-11-12,RT @CalayaGorilla02: @AuboisVeronique @zoobeauval @delphinedelord This fact makes pelicans even more interesting! They are beautiful!
pelicans,2021-11-13,RT @OverACheatah: The pelicans were built to play around Zion and Ingram. Neither of them are playing and people are shocked that the team…
pelicans,2021-11-14,"RT @DogoTogoNFT: 🐦The 3rd ""Promo Drop + Giveaway"" are ready!
🐣""Brown Pelicans"" are coming! 🐤🐤🐤
https://t.co/ekbXTaxaST

To WIN one of the f…"
pelicans,2021-11-15,$15.97 - adidas New Orleans Pelicans Logo Cap Adjustable https://t.co/M70aqaUiMR https://t.co/fVZsMLBi7Q
pelicans,2021-11-16,"November 16, 2020: Milwaukee #Bucks landed G Jrue Holiday from the New Orleans Pelicans in a blockbuster trade for Eric Bledsoe, George Hill, and potentially 5 1st round picks. Holiday proved to be the missing piece to get MIL over the hump as they won their 1st title in 50 years https://t.co/VBql5r7GfL"
