team,tweet,label
knicks,"RT @NBA_NewYork: The New York Knicks got their first win in Philadelphia in 2,040 days https://t.co/JE3QlLlVfw",1
knicks,Knicks Weekly Review! EverythingNYS EP10 https://t.co/m0dRgvHVFV via @YouTube,1
knicks,@knicks_tape99 Hope he has his COVID shot,0
knicks,RT @knicksjets4life: I see the Knicks picked up 4 wins in one night https://t.co/lRV1re2xwH,1
knicks,RT @sprewellbewell: @TAPEDByKnicks It’s ridiculous. We sucked for years and took our licks. Suddenly we dunk on them the way they dunked on…,0
knicks,RT @MarcJSpears: Knicks star Julius Randle visited the Earl Monroe New Renaissance Basketball School in the Bronx today to announce his #30…,1
knicks,@Saquonshepard26 @WhyRidgeline @ScottieBurner @NBA @nyknicks Noel? Elite? 🤣🤣🤣🤣 Jesus. You Knicks don’t know how to act once you are over .500 finally.,1
knicks,RT @MarcJSpears: Knicks star Julius Randle visited the Earl Monroe New Renaissance Basketball School in the Bronx today to announce his #30…,1
knicks,"NBA Power Rankings: Sixers streaking, Knicks falling back to earth https://t.co/KhLo1esOqK",1
knicks,RT @Beardaknowledge: Trending in the AM: Referees changing outcomes of games. Sixers/Knicks recap. Eagles defense talk. Phillies finalists.…,0
knicks,RT @frankthetank134: Knicks Weekly Review! EverythingNYS EP10 https://t.co/m0dRgvHVFV via @YouTube,1
knicks,"RT @foragegreen: 11/08 (1-1-1, -0.17u)

Knicks✅
Heat❌
Hornets🅿️ https://t.co/E0V8KmNvLI",1
knicks,RT @sonewyorkmanny_: Just a reminder that Rondo was coming to NY to play w Melo before they traded for Drose and Phil made the Knicks lose…,0
knicks,RT @BoysBigApplePod: And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,1
knicks,"Pacers-@Duarte4ROTY 
Clippers-@TakeMyAclKawhi 
Lakers-@AD2022MVP__ 
Suns-@BookersWRLD 
Heat-@WadexFlash 
Grizzlies-@jamorantfan23 
Bucks-@FearGiannis 
Wolves-@katszn_ 
Pelicans-@PelsBullsFan 
Knicks-@KnicksKaiSZN 
Thunder-@Collinvande 
Magic-@sxm_magic 
Philly-@philly_dame",1
knicks,"@PaulGelb @StacyPatton89 @knicksill @JCMacriNBA If we were 65 games in, I might agree with you. We are 11 games in and I'm pretty sure most coaches try things and make changes when they reach milestones if they feel it's necessary.

I don't think this is the Knicks rotation headed into the playoffs, there will be adjustments.",0
knicks,"🚨Covid Strikes Sixers and Ben Simmons for Jaylen Brown?🚨

-Sixers without Embiid, Tobias, Thybulle, Isaiah Joe🤒
-Wins over Bulls and Pistons 💯
-Loss to the Knicks 🏢
-What to make of Ben Simmons for Jaylen Brown rumors

#Sixers #HereTheyCome 
https://t.co/D9pA1HJCLT",1
knicks,RT @Caddyboy6: @shawnwithaW_ @KrystleRich @SBondyNYDN @TyJohnsonNews We havent won a championship since 1973! They dnt wanna see what we'll…,0
knicks,@MookMorris2 You and your brother are thugs. Dont even deserve to be in the association with your limited skills. So happy The Knicks booted your lame ass. Dirty players always,0
knicks,RT @sprewellbewell: @TAPEDByKnicks It’s ridiculous. We sucked for years and took our licks. Suddenly we dunk on them the way they dunked on…,0
knicks,RT @MarcJSpears: Knicks star Julius Randle visited the Earl Monroe New Renaissance Basketball School in the Bronx today to announce his #30…,1
knicks,@Saquonshepard26 @WhyRidgeline @ScottieBurner @NBA @nyknicks Noel? Elite? 🤣🤣🤣🤣 Jesus. You Knicks don’t know how to act once you are over .500 finally.,1
knicks,RT @MarcJSpears: Knicks star Julius Randle visited the Earl Monroe New Renaissance Basketball School in the Bronx today to announce his #30…,1
knicks,"NBA Power Rankings: Sixers streaking, Knicks falling back to earth https://t.co/KhLo1esOqK",1
knicks,RT @Beardaknowledge: Trending in the AM: Referees changing outcomes of games. Sixers/Knicks recap. Eagles defense talk. Phillies finalists.…,1
knicks,RT @frankthetank134: Knicks Weekly Review! EverythingNYS EP10 https://t.co/m0dRgvHVFV via @YouTube,1
knicks,"RT @foragegreen: 11/08 (1-1-1, -0.17u)

Knicks✅
Heat❌
Hornets🅿️ https://t.co/E0V8KmNvLI",1
knicks,RT @sonewyorkmanny_: Just a reminder that Rondo was coming to NY to play w Melo before they traded for Drose and Phil made the Knicks lose…,1
knicks,RT @BoysBigApplePod: And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,0
knicks,RT @sonewyorkmanny_: Just a reminder that Rondo was coming to NY to play w Melo before they traded for Drose and Phil made the Knicks lose…,1
knicks,@CTheRealEstate @ctrlnarrative Houston and Jackson had very few good seasons on the Knicks,1
knicks,"RT @yonsofficial: The NBA this year is crazy, Steph dropped 50 last night and i didnt even notice bc i was too busy catching up on the Bull…",1
knicks,@WorldWideWob Should trade him to the Knicks.,1
knicks,Knicks play tonight. Let’s hope obi wan toppin gets 20minutes at least https://t.co/ZvsIftkmVw,1
76ers,Fuck the 76ers and the beat . Soft fraud teams,0
76ers,RT @JimOwczarski: The #76ers game ops staff has been trying to figure out some kind of banner and it was getting in the way of Giannis Ante…,0
76ers,"🏀 Bucks vs. 76ers 🏀

Both teams are looking for a win after some recent losses 👀 Who will our experts @kateconstable @punt_school and @ChrisRFarley1 pick? 

📺 WATCH NOW 👉 https://t.co/TvBCIt4DMY https://t.co/SVtmFoJNSb",1
76ers,And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,0
76ers,The #76ers game ops staff has been trying to figure out some kind of banner and it was getting in the way of Giannis Antetokounmpo’s pregame routine. They finally folded the thing up. https://t.co/NS0XADf2jg,1
76ers,RT @JimOwczarski: The #76ers game ops staff has been trying to figure out some kind of banner and it was getting in the way of Giannis Ante…,0
76ers,"Okc under 11/10

Brooklyn nets UNDER 11/17.  11/19

Fade lakers 11/12.  11/14  &amp;  11/26

Denver nuggets UNDER ⬇️ 11/8 * lost*
11/10.   11/12.   &amp;  11/18. 

Philadelphia 76ers cover 11/18. 11/20. 11/22.  &amp;  11/24

*this is my third nba list* my first two went 62% and 64% https://t.co/Dn7pe54XZl",1
76ers,RT @packersglobal1: @JimOwczarski What banner could the 76ers be possibly hanging,1
76ers,RT @JimOwczarski: The #76ers game ops staff has been trying to figure out some kind of banner and it was getting in the way of Giannis Ante…,0
76ers,Seth Curry (foot) is going to be a game-time decision for the 76ers as they host the Bucks tonight.,1
76ers,"RT @BetUS_NBA: 🏀 Bucks vs. 76ers 🏀

Both teams are looking for a win after some recent losses 👀 Who will our experts @kateconstable @punt_s…",1
76ers,"2U Bucks -6

No one in the 76ers team is going to be able to guard Giannis. I’ll let the points with the Bucks.

#NBA #FreePicks #Bucks",0
76ers,RT @BoysBigApplePod: And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,1
76ers,Sources: Simmons meets with 76ers-backed doc https://t.co/ltuDdnGm7t,1
76ers,"RT @BetUS_NBA: 🏀 Bucks vs. 76ers 🏀

Both teams are looking for a win after some recent losses 👀 Who will our experts @kateconstable @punt_s…",1
76ers,@JimOwczarski What banner could the 76ers be possibly hanging,1
76ers,"NBA Player Props:

Andre Drummond OVER 28.5 PTS + REB (-115)
Andre Drummond 20+ REB (+425)

Drummond is a beast when he gets playing time.

The 76ers are depleted and will continue to feed him minutes.

Drummond put up 14 PTS and 25 REB in 38 min last night.",1
76ers,RT @BoysBigApplePod: And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,1
76ers,RT @BoysBigApplePod: And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,1
76ers,"RT @PointsPaint: New Episode! 🏀

➡️ Jokic Bros vs. Morris Twins

➡️ Believing in the Wizards and Cavs

➡️ Can the Warriors and 76ers stay o…",1
76ers,"RT @BetUS_NBA: 🏀 Bucks vs. 76ers 🏀

Both teams are looking for a win after some recent losses 👀 Who will our experts @kateconstable @punt_s…",1
76ers,"[📺LIVE - 01H30] 🏀 #NBA 
Milwaukee #Bucks @ Philadelphia #76ers en direct sur beIN SPORTS 1
#NBAextra",1
76ers,"RT @BetUS_NBA: 🏀 Bucks vs. 76ers 🏀

Both teams are looking for a win after some recent losses 👀 Who will our experts @kateconstable @punt_s…",1
76ers,When @MatisseThybulle isn’t playing you go to watch @Giannis_An34 and for the cold @MichelobULTRA obviously #76ers #bucks #philly #Sixers,1
76ers,"Ben Simmons trade rumors: Would a Jaylen Brown swap make sense for 76ers, Celtics? : https://t.co/IQ9PVofNzJ https://t.co/yMguBzegUd",1
76ers,"RT @PointsPaint: New Episode! 🏀

➡️ Jokic Bros vs. Morris Twins

➡️ Believing in the Wizards and Cavs

➡️ Can the Warriors and 76ers stay o…",1
76ers,RT @JimOwczarski: The #76ers game ops staff has been trying to figure out some kind of banner and it was getting in the way of Giannis Ante…,1
76ers,RT @packersglobal1: @JimOwczarski What banner could the 76ers be possibly hanging,1
76ers,"RT @BetUS_NBA: 🏀 Bucks vs. 76ers 🏀

Both teams are looking for a win after some recent losses 👀 Who will our experts @kateconstable @punt_s…",1
76ers,Seth Curry (foot) is going to be a game-time decision for the 76ers as they host the Bucks tonight.,1
76ers,"2U Bucks -6

No one in the 76ers team is going to be able to guard Giannis. I’ll let the points with the Bucks.

#NBA #FreePicks #Bucks",1
76ers,Sources: Simmons meets with 76ers-backed doc https://t.co/ltuDdnGm7t,1
76ers,"RT @PointsPaint: New Episode! 🏀

➡️ Jokic Bros vs. Morris Twins

➡️ Believing in the Wizards and Cavs

➡️ Can the Warriors and 76ers stay o…",1
76ers,@JimOwczarski What banner could the 76ers be possibly hanging,1
76ers,RT @BoysBigApplePod: And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,1
76ers,"NBA Player Props:

Andre Drummond OVER 28.5 PTS + REB (-115)
Andre Drummond 20+ REB (+425)

Drummond is a beast when he gets playing time.

The 76ers are depleted and will continue to feed him minutes.

Drummond put up 14 PTS and 25 REB in 38 min last night.",1
76ers,RT @JimOwczarski: The #76ers game ops staff has been trying to figure out some kind of banner and it was getting in the way of Giannis Ante…,1
76ers,RT @BoysBigApplePod: And how many times did the #76ers beat rudderless #Knicks squads in the past? Right. https://t.co/MrVvIUtPlb,1
76ers,Fuck the 76ers and the beat . Soft fraud teams,0
76ers,RT @JimOwczarski: The #76ers game ops staff has been trying to figure out some kind of banner and it was getting in the way of Giannis Ante…,1
raptors,Special Raptors episode tomorrow with a special Raptor mom! #WeTheNorth,1
raptors,"RT @ringernba: OG Anunoby does art, we know this. But this year he’s not only bolstering the Raptors defense, he’s demanding your attention…",1
raptors,@Raptors Give Malachi minutes pls,1
raptors,@FAN590 @william_lou @steven_lebron @FredVanVleet @_nopename The Raptors Show? https://t.co/x0SSj4f7VE,1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,"@Solentos @vevosuave lets not even talk bout Giannis beint clamped up by the raptors and essentially getting schemed tf out, but hey ! both lost so context sd to how one player is better than the other dont matter !",0
raptors,RT @RaptorsNationCP: The Raptors are gonna be a tough team for years to come 👀 https://t.co/X0V3uOUWn6,1
raptors,@mykpy @LeoRautins @KateBeirness @SamMitchellNBA @Raptors @RunnymedeCI @YorkUBasketball Good question. I really don’t know. Sorry I can’t help@mykpy,1
raptors,Toronto Raptors +3 🏀🔒,1
raptors,@Raptors_12345 @TheNBACentral @GwashburnGlobe Tbh I think both teams win big in that trade 🤷🏿‍♂️,1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,"RT @Sportsnet: The Raptors obviously play hard. But it’s the effort they put in, combined with what looks like a special connectivity the p…",1
raptors,RT @TheFordFANatic: Ready to recharge your FANergy? @FordCanada is back with a loaded lineup of ways you can support your @MapleLeafs &amp; @Ra…,1
raptors,"RT @ringernba: OG Anunoby does art, we know this. But this year he’s not only bolstering the Raptors defense, he’s demanding your attention…",1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,Special Raptors episode tomorrow with a special Raptor mom! #WeTheNorth,1
raptors,"RT @Sportsnet: The Raptors obviously play hard. But it’s the effort they put in, combined with what looks like a special connectivity the p…",1
raptors,"@BereftOfTheDial @DinosaurLeague @Raptors You mean how you can't go an EPL game without ""the Egyptian striker, the Dutch defenseman,"" ""the Belgian forward""?",1
raptors,RT @RaptorsNationCP: The Raptors are gonna be a tough team for years to come 👀 https://t.co/X0V3uOUWn6,1
raptors,"@ianbremmer 🎶I believe that dinos are the future
Fear them well, and always run away
Don't let the raptors see your insiiiiiides...🎶",1
raptors,"@_gpop @jtc4free @Boards2Buckets @Raptors @veerman @NBATopShotTalk @Jonny_Da @MiamiHEAT @Lakers @nbatopshot @Boosh_TK @timelord_ts @TSqueenballer @EricAnderberg @basketballjoes @M2Jimbo @_Puzzlepiecedad @bbleezy2k3 Oh that's cool! I work in immunology/infectious disease research. Needless to say, we've been quite busy lately.",1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,"RT @Sportsnet: The Raptors obviously play hard. But it’s the effort they put in, combined with what looks like a special connectivity the p…",1
raptors,"Blazers-@Stormin_Norm24 
Kings-@nbatrend 
Spurs-@SpursUpNext 
Raptors-@ROTYScottie 
Jazz-@DMitchSZN 
Wizards-@bealswrld",1
raptors,RT @RaptorsNationCP: The Raptors are gonna be a tough team for years to come 👀 https://t.co/X0V3uOUWn6,1
raptors,Toronto Raptors +3 🏀🔒,1
raptors,@Raptors_12345 @TheNBACentral @GwashburnGlobe Tbh I think both teams win big in that trade 🤷🏿‍♂️,1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,"RT @Sportsnet: The Raptors obviously play hard. But it’s the effort they put in, combined with what looks like a special connectivity the p…",1
raptors,RT @TheFordFANatic: Ready to recharge your FANergy? @FordCanada is back with a loaded lineup of ways you can support your @MapleLeafs &amp; @Ra…,1
raptors,"RT @ringernba: OG Anunoby does art, we know this. But this year he’s not only bolstering the Raptors defense, he’s demanding your attention…",1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,RT @Raptors: Back on road https://t.co/8AtEEHlbm8,1
raptors,Special Raptors episode tomorrow with a special Raptor mom! #WeTheNorth,1
raptors,"RT @ringernba: OG Anunoby does art, we know this. But this year he’s not only bolstering the Raptors defense, he’s demanding your attention…",1
raptors,@Raptors Give Malachi minutes pls,1
raptors,@FAN590 @william_lou @steven_lebron @FredVanVleet @_nopename The Raptors Show? https://t.co/x0SSj4f7VE,1
